"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.Tag2","Approve","Reject"
"3JAOYN9IHLSP2QGX1FMIDJ5CLYX332","3F3JD5CN1NNS4XXIR5ZIZV02C7V0HG","Tagging Hurricane Images","Please tag hurricane images based on level of damage","image, tag, picture, tagging, photo, hurricane","$0.01","Fri Nov 30 20:12:44 PST 2018","1","BatchId:3456039;OriginalHitTemplateId:862366346;","60","259200","Fri Dec 07 20:12:44 PST 2018","","","3LYA37P8IRD3N3QBRGYP08FEUC6KBN","AVDSG8I3D4A76","Submitted","Fri Nov 30 20:16:07 PST 2018","Fri Nov 30 20:16:24 PST 2018","Mon Dec 03 20:16:24 PST 2018","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","https://pbs.twimg.com/media/DnB5zhwXgAAT3LR.jpg","moderate"
"3X52SWXE0XVA6OE44S8LBJK3P44WCZ","3F3JD5CN1NNS4XXIR5ZIZV02C7V0HG","Tagging Hurricane Images","Please tag hurricane images based on level of damage","image, tag, picture, tagging, photo, hurricane","$0.01","Fri Nov 30 20:12:21 PST 2018","1","BatchId:3456039;OriginalHitTemplateId:862366346;","60","259200","Fri Dec 07 20:12:21 PST 2018","","","38YMOXR4MVPOCR3XK30KD3NH3I3W69","AD6QSX700SRJ1","Submitted","Fri Nov 30 20:13:33 PST 2018","Fri Nov 30 20:13:48 PST 2018","Mon Dec 03 20:13:48 PST 2018","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","https://pbs.twimg.com/media/DnBGW_XUYAAXAEc.jpg","n/a"
"3KLL7H3EGDRO87PF0AHQ08Y5VN8HVK","3F3JD5CN1NNS4XXIR5ZIZV02C7V0HG","Tagging Hurricane Images","Please tag hurricane images based on level of damage","image, tag, picture, tagging, photo, hurricane","$0.01","Fri Nov 30 20:12:44 PST 2018","1","BatchId:3456039;OriginalHitTemplateId:862366346;","60","259200","Fri Dec 07 20:12:44 PST 2018","","","3FQ5JJ512ME5OCF8U63YR3F8B1KKNC","AF09UGIC6B81Y","Submitted","Fri Nov 30 20:16:41 PST 2018","Fri Nov 30 20:17:14 PST 2018","Mon Dec 03 20:17:14 PST 2018","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","https://pbs.twimg.com/media/DnB60k4X0AE2Day.jpg","extreme"
"3P520RYKCHWCFZGKUI6CFPTWC77U5Q","3F3JD5CN1NNS4XXIR5ZIZV02C7V0HG","Tagging Hurricane Images","Please tag hurricane images based on level of damage","image, tag, picture, tagging, photo, hurricane","$0.01","Fri Nov 30 20:12:21 PST 2018","1","BatchId:3456039;OriginalHitTemplateId:862366346;","60","259200","Fri Dec 07 20:12:21 PST 2018","","","358UUM7WR0T28V0G4JV6WIFW6E8R70","A2X4YVQ50C13U1","Submitted","Fri Nov 30 20:13:41 PST 2018","Fri Nov 30 20:13:53 PST 2018","Mon Dec 03 20:13:53 PST 2018","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","https://pbs.twimg.com/media/DnBGwmmX0AIQuBC.jpg","extreme"
"3MQKOF1EE2EKBGKI4O3WVP2LA4GWDZ","3F3JD5CN1NNS4XXIR5ZIZV02C7V0HG","Tagging Hurricane Images","Please tag hurricane images based on level of damage","image, tag, picture, tagging, photo, hurricane","$0.01","Fri Nov 30 20:12:21 PST 2018","1","BatchId:3456039;OriginalHitTemplateId:862366346;","60","259200","Fri Dec 07 20:12:21 PST 2018","","","3C2NJ6JBKB7A7WBI50XUR7TEU1ZN2U","A22VGT2F28LTWC","Submitted","Fri Nov 30 20:20:31 PST 2018","Fri Nov 30 20:20:40 PST 2018","Mon Dec 03 20:20:40 PST 2018","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","https://pbs.twimg.com/media/DnBgxkYWwAAW7gR.jpg","extreme"
"360ZO6N6J19C3EDNO6S70VH4LHNM9H","3F3JD5CN1NNS4XXIR5ZIZV02C7V0HG","Tagging Hurricane Images","Please tag hurricane images based on level of damage","image, tag, picture, tagging, photo, hurricane","$0.01","Fri Nov 30 20:12:21 PST 2018","1","BatchId:3456039;OriginalHitTemplateId:862366346;","60","259200","Fri Dec 07 20:12:21 PST 2018","","","3R0T90IZ1T2HVMMYFP95D0T35GRGCP","A3639P754A4OTR","Submitted","Fri Nov 30 20:23:45 PST 2018","Fri Nov 30 20:23:58 PST 2018","Mon Dec 03 20:23:58 PST 2018","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","https://pbs.twimg.com/media/DnBGyHnXsAE2tOQ.jpg","n/a"
"3BAKUKE49H2LBPNKP19V7OTVTSYR11","3F3JD5CN1NNS4XXIR5ZIZV02C7V0HG","Tagging Hurricane Images","Please tag hurricane images based on level of damage","image, tag, picture, tagging, photo, hurricane","$0.01","Fri Nov 30 20:12:21 PST 2018","1","BatchId:3456039;OriginalHitTemplateId:862366346;","60","259200","Fri Dec 07 20:12:21 PST 2018","","","3EF8EXOTT2L7ZL217Y5OTH2STBF1JM","A3PXURNCJX30LD","Submitted","Fri Nov 30 20:14:24 PST 2018","Fri Nov 30 20:14:54 PST 2018","Mon Dec 03 20:14:54 PST 2018","","","","30","0% (0/0)","0% (0/0)","0% (0/0)","https://pbs.twimg.com/media/DnBgZedVsAE7DGy.jpg","minimal"
"3H5TOKO3D999H5MJKVPZUR929PV46U","3F3JD5CN1NNS4XXIR5ZIZV02C7V0HG","Tagging Hurricane Images","Please tag hurricane images based on level of damage","image, tag, picture, tagging, photo, hurricane","$0.01","Fri Nov 30 20:12:28 PST 2018","1","BatchId:3456039;OriginalHitTemplateId:862366346;","60","259200","Fri Dec 07 20:12:28 PST 2018","","","3TPZPLC3M12ZVZJEPFORE6310U1P34","AQ3LL7ZA09QIG","Submitted","Fri Nov 30 20:23:18 PST 2018","Fri Nov 30 20:23:27 PST 2018","Mon Dec 03 20:23:27 PST 2018","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","https://pbs.twimg.com/media/DnBn-XLUwAANPoy.jpg","extreme"
"382GHPVPHSHAKMZ11TR1NOXIZYT34N","3F3JD5CN1NNS4XXIR5ZIZV02C7V0HG","Tagging Hurricane Images","Please tag hurricane images based on level of damage","image, tag, picture, tagging, photo, hurricane","$0.01","Fri Nov 30 20:12:44 PST 2018","1","BatchId:3456039;OriginalHitTemplateId:862366346;","60","259200","Fri Dec 07 20:12:44 PST 2018","","","3GA6AFUKOPE7IILQ62GM5X1AE3QH3Q","AF99UK28HM1MR","Submitted","Fri Nov 30 20:18:54 PST 2018","Fri Nov 30 20:19:04 PST 2018","Mon Dec 03 20:19:04 PST 2018","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","https://pbs.twimg.com/media/DnB67bjWwAA5vpA.jpg","minimal"
"329E6HTMSWSVYOO4MLEHU5MEWKJ3KD","3F3JD5CN1NNS4XXIR5ZIZV02C7V0HG","Tagging Hurricane Images","Please tag hurricane images based on level of damage","image, tag, picture, tagging, photo, hurricane","$0.01","Fri Nov 30 20:12:21 PST 2018","1","BatchId:3456039;OriginalHitTemplateId:862366346;","60","259200","Fri Dec 07 20:12:21 PST 2018","","","3KGTPGBS6YBN2MVR219G52L82XR2U0","ADWUO224DJ51W","Submitted","Fri Nov 30 20:13:11 PST 2018","Fri Nov 30 20:13:21 PST 2018","Mon Dec 03 20:13:21 PST 2018","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","https://pbs.twimg.com/media/DnBh_eiU8AAOrwF.jpg","minimal"
